name,text
X51005711451,"as} f HENG
F salah onset
alan Temeriggung.19/9,

User 9\: Bandar: Hahkatal Cheras,
""43200: Cheras': Se lariggr

> Hilo (B)
2x 2.80 5.60 SR

2x 0.20 uU.4u SR

. Take Away

Total QTY: 4
> Total (Excluding GST): 5.66
- .GST payable (6%): ; 0.34
Total (Inclusive of GST): 6.00
‘- TOTAL: 6.a0
“CASH ! 6.00
~ @ST Suamary bunt Tax(RN)

“SR (@ 6%) 5.65 0.34

my N

"
X51005711452,"118

_ Gerbang Alaf Restaurants Sdn Bhd
(65351-4)
Licensee of McDonald’s
> ‘Level 6, Bangunan TH, Damansara Uptown3
"" No.3, Jalan $$21/39,47400 Petaling Jaya
’ Selangor
(GST ID No: 000504664064)
McDonald’s Shell Mahkota Cheras DT (836
: Tel No, 03-9010-9849
TAX INVOICE

MFY Side 1

INV# 003621900086840
‘ORD #18 -REG #19- 21/03/2018 19:53:23

“QTY ITEM TOTAL
1M HcChicken 9,50

1M Coke

| - 1 Fries
1 KcChicken 5.00
1 SNuggets 10,90

1 Sweet and Sour Sauce
1 Barbecue Sauce

© TakeQut Tota) (incl 6ST) 25.40

Total Rounded 25.40
Cash Tendered 26.00
Change 0.60
——-TOTAL~INCLUDES 6%-GST——. 1.44

Thank” ‘You: and ‘Please Cone Again,
> Glest Relations: Center : - ¥300- “13 1300.""

"
X51005711453,"107 :

i - Gerbang Alaf Restaurants. ‘sai ah” we EES
(B5351-W) Pe
formerly known as te ve
4, Golden ‘Arches | ‘Restaurants Sdn Bhd .
“res. bicensee: of. NeDonald’s 3.70’
“Level. 6, Bangunan TH, Damansara, Uptound
No. 3:, -Jalan 8821/38; 47400 Petaling Jaya '
ccs ‘Selangor oO
~ (GST ID No: 900504664084) ‘¢ OO
“Nedonal §.Shel] Mahkota Cherast oT (1 #36
-: Tel No. 03-9010-9849 © 34
’ 2. JAX INVOICE os

WEY. Side.

“INV 008621800059160, yoy Sy
“ORD. 407. -REG ¥19-. ‘10/08/2018. 17:24:07.
Qty. ITEM oe . TOTAL
1H Coke 3,50:
1 McChicken 5.00

“TakeOut. Total - Cine), GST) ~ 2-7 8,50""
*Tota). Rounded:. ee i “8.50:
‘Cash: Tendered - 60. 00°
‘Change ca r pede A150:

coe TCLS 6k ost ies ae a

"
X51005711454,"PappaRich BMC oa
NO.19 & 21 ut
“JALAN TEMENGGUNG 23/9
ss BANDAR MAHKOTA CHERAS
43200 SELANGOR DARUL EHSAN, MALAYSIA
. \ 1
ey TAX: INVOICE

“gr 10000 184270080:.
“2 ‘coUNTERI 2003, sai ful
~ hk 263370 Guest

24 Mar 18 09:12:41 PM

J 028 MILO a1NO(1) E. 7.45 S$!
2,""RO3 N’ LEMAK+fc-- E @l7. 83 35.66S _
oV'N22 SPRG NOL+sutcr: £ 9.34 §
-.1-BO2 HALF BL EGG E - 4.538 0
1019, CHAM 1) E * §.57'S.

1, TAH Co Es 182005

—_ 62.55
> Subtotal 62.55
10% Srv Cha 6.25
6% GST 4.13
a : 72.93 ~~
RNO ADJ 0.02
TTL ATF RNO 72.95
Payment 73.00.
“Change Due. Pa 0 05 Soy

“ihisineary tacunt (2H) gst eR).
ec S368T €6%:"" “68: 82. * 4, 13. als
‘ “2s ‘GST. GOH: 0, 00°.: 0. 09"" :

"
X51005711456,"SUSHI HENTAI - MAHKOTA CHERAS
MIZU HENTAI SON. BHD. (1248446-V)
NO; 1-182 GROUND FLOOR,
JLN TEMENGGUNG 13/9,
43200 CHERAS SELANGOR.
(GST Reg. No ; 001375580160)

Tax Invoice

JTable

“<Order#: 114105”.

- Bill#: ¥O42- 513777 Pax(s): 0
Date ; 31-03-2018 18:12:41

Cashier: SOFYA

B1) Green Tea
"" 2x 1.00 2.00 SR
N8 Shiro Ramen
1x 12.80 12.80 SR
RO Unagi Don
1x 19.80 19,80 SR
F8 Tori Karaage

. $801 Sushi ello

$802 Sushi ned
. 2x 2.80 5.60 SR

Total (Excluding GST): $6.20
Serv. Charge (10%): 5,62
GST Payable: 3.71
Tota) (Inclusive of GST): 65,53
Rounding Adj: 0.02

— Closed: 3201710016 31-03-2018 18:43:22
-, Server, SOFYA

VISA 65.55
rs suaary - “+ pmourit (RM) Tax(RM)

“SR. (@'6X) BT82 3.71
mere oe Thank you!!!

Please Come Again!!!
, Powered By Wi. SISPOS.COM.MY

a_i

"
X51005712017,"Of, y ade
“t
aes?

: _ Gérbang Alaf Restaurants Sdn Bhd
: . (65351-H) '
Licensee of McDonald's

"" Level’6, Bangunan TH, Danansara Uptown
~Mo.3, Jalan $$21/39,47400 Petaling Jaya

: Selangor
(GST ID Ko: 000504664064) \
HcDonald’s Rawang 01(#188) .

_ Tel Wo. 03-6092-1968 -
wy _ TAX INVOICE |

a . | WFY Side, 1

IMvz -001881904590783 7.
; ORD #70 -REG #19- 18/02/2018 23: 02:16 * ;

TY TEX TOTAL
‘TL MeChicken 2 1.10
1 L Coke - * :
""> 1 Fries .
 2Saall Cone , 2.003 +;
. TekeQut Total (ine) 6st). : 13.10
“Jotal Rounded eo 7 W910

Castislendered = 20.00

et Relations center : 1300- 13- 1300

pes, Religesiat

"
X51005712021,"> HAPPY ‘SNACKS ENTERPRISE iiae
yw ce"" (002022599 - U) : ,
19% 19A:, JALAN MERANTI 2A, SEKSYE!
“BANDAR, BARU BATANG KALI, 44300
03-60570314

Brice: hotmail.com ;:
3T Reg No: 009129853680 _
at VOI 1883S 7

20/03/2018 1:11:38 FM

“YOPCS FRUAT PLUS-APOLE
5 GESB2DSIOTAN 1. 125
+ OPCS LOTIOD CANDY AS:

“Anna To Be Pat
oa 2 Casn Received > aan
cae? Change :

Taxatie Arce GST

"
X51005712038,"5 CCS002 (EA TRNSKAL 1-2)
te2

""BEM C2CE-$2 ITEM
(078673 0""

| STAR 12019 (1189)

cltea4 Sslotal Inc) G87 + VO-
Qty 6 Seac.Dise 0,00
+ Sgviog 3,5) Reandiog
re Tote!
Cash

, 63) Sustery
SiS

“suc ENTERPRISE. son BHO
Fe 112593)-49 “;
$-7, er BASRECAT 7/1
SEKSYEN 4. E28068 DIR, 44300

BATRA AGL 1- SELAAGRR uM

“ OMSISHITI Ne
cestlomiman tee
""Tex Tpyatee Mo: O051ec97100028 rs a)

pee “Ee
~ fees 0:38:13 7

308.09 24
» 0328879 U 1x7. 7.
4.0 °3,
Rother ize: BATANECALI-$

020321 PA] ak) 1,00 $72
a ISKIG 69 (111200 os
0920524 PRT nt. 18

taeent (FA)
6.8

GOCGS SD OLY EXCKANEEASLE UITHIN 3 bars
GLECS SCO FE MOT SEFUNDEELE :
. THANK YOU FCG YOUR KIB) SHAT
. PLEASE Clog ean nae

"
X51005712039,"ON a ot WM acer
x

..

L Two FLORIST & HANDICRAFT
- -""""  Q02062543-P

NO. 49. JALAN MAHAGONI 7/2,

con “SEKSYEN 4 BANDAR UTAMA,

LL 44300 BATANG KALI SELANGOR.

Seoe

we Sys
‘ $ gate

TEL : 012-3216447

: CASH
RECEIPT #. CS00007203 DATE: 217032016 4 S
} GALESPERSON: 001 TIME: 11:01:00
CASHIER: USER °

et aa

; UP af

192"" SAFETY PIN’

ml in
| $801.3 1 7.09
| SATIN BIAS TAPE 12MMX3Y
‘TOTAL QTY: 3 iy

SUB-TOTAL :

OISC :

TAX :

: ROUNDING : :

C JTOTAL ee
“CASH

“CHANGE

DITUKAR,,

"
X51005715010,"3-1708032

Ua he ee

eC PCCCOOPICIIELI SETI SrErlareieeeniiiagl

"
X51005715451,"3-1708032_
PUPLELAR

ae
aPatditen

hateti

fe FS Rat “oy
Fotar RW ines. i

Oe

Reanding Adi
Total 2M
Cash

CHANGE

WworAom
ou

wo

7 wwe

wav. popelaccn inn. com ny

"
X51005715456,"3-1708032

RAS. Sé100 X
FAK: 024298 8869

‘
‘
TAMAM TEMBAR MAL.

Tota: Sales (Eu

disse bao
TowiGsT : £7

Rowing oo

Total Salos (Inclusive of GST) : 101.74
CASH : 101.76

Chango < 0.00

SOOTS STC ARE

"
X51005717526,"a setieng laf Restaurants Sth Bde
i (65351,-H) Ae o
. former lysknown as i

/- Selden Arches Restaurants Sdn bhd

caps Licensee of.:KoDenald’s . he
“Leave! 6; Bangunan_ TH, Oanarsdra Ustownd""
280.3, Jalan $$21/39, 47400""Peial ing Jaya <
-.. Selangor 2 QS a )
\ (GST 1D Wo: 000504664004). #8
ren) s Rawang O1(#188))
“ Tel Ko. 03-6092-1968 a
ta. TAX INVOICE

wat

van 2), MAY Stde

‘sli 0881303569068 . °
""TORO #15""-REG'#192-02/00/2018.12:5916
SOOTY ITEM

“TL Mothicken/. |
s 1 L Coke oom . Sy
LU Fries ee <M
™ Ghuggets fe cet 7.96
“Y Barbecue Sa a
1 ayasoreratla) ; $90

‘s ae)
ken Tota)e( inet GST) | . 28.50 .
Total Rounded Ld 5 28.0
“Cash Tender ed .
Che ,

ALE “t

; ‘sex wcLUDes 6% ost

Thank You and‘ lease Cone wil

"
X51005719814,"N
° Ne JAPANESE RESTAURANT
Pa TK DIVISION KITCHEN SDN BHD
oo 1202152-P Js
“19- 1, “JALAN. ‘MALINJA-2; TAMAN BUNGA RAYA,
~5 §3100 SETAPAK, KUALA LUMPUR.
TEL: 03-4161 8936

INVOICE
: ‘Invoice - 29722 Cashier:admin
..POS.N Yo:1 Table =: D3
- Date: TIAN /2018. 12:12:21
+ Pax: 0° ‘ So, a!
ITEN QTY U/P (RM) N1ISC.(h) natu)

Chicken Katsu Bento .
BENO2 | 12. 90 0.00 12.90

Omu Curry Friod Rice Set
Seti0 1 &. 90 0. 00 6.90

— Katsu Don (Fish) Set
* ""7802 Kat 1 9.90 0. 00 9.90

. > Sub Total Boforo Discount RM 29. 70°:

. Service Charge Rit 0. 00°
Total Sales RM 29.70. .
‘Rounding Adjustment : RM 0.00°...

» TOTAL

RM 29. 70°
--MAOFT. |. RM 30. 00.
ogy GHANGE RM 0. 30°

"
X51005719856,"2 vaio :

“Desa Park City.

- Golden Scoop Sdn Bhd, (169669-A) cite,
‘ ine 46. 1, Tower A, Northpoint Office, ‘Mid Valley” Z
_ op city, Not, Medan Syed Putra Utara Kuala ©
: : ‘Lumpur :
eee - Malaysia 7 eo
GST ID: 001513148416 nes
“Outlet Tel: (603) 6280 7131:

Tax. Invoice oor
7 invoiee; No” Le ; :.DPC14 53409-004- 0006""
“ POSNO 2 6"" DPCI1: we
© Gashiers DPCIPTA. |
, Date&time  : 16/02/2018 12:04: 58

ta
al

. Description» Qty “Uprice: “Total(RM).
“QoubleRg. Cup 1,7 ..20,.00 20,00SR°

- Colour Rice 1° 4,60 4,508R""

ar a ore
“Sub Total See,
“Rounding adie me Qe

«”, Total (Incl. est) a E24 BO
Gash (MYR). ee :
i Cash: Change: pe

; rex Rate, sale: €-(RM). “Tax ‘R)

“somo
“SR 6.0% 20. 26 1. 22)

"
X51005719862,"ee ant

3 HAT
7094 NEGBUN EL Taste hones

ek AD

Pdi Re vais
Totalisa eS (nels GST

"
X51005719864,"“FUN XN CHEER QiaLURD” oe
“LOT: 37636, JALAN $1378) =e
a TAMAN ""BUKIT ‘MALURI-; a
“32100 KUALA. LUMPUR”

Tel’ + 03+ 62612536
eee Tax INVOICE” ares
-. (BST., 1D No. 001439184176):

""05/01/2018. ‘Cashiers: tso1 te
etd: 44244. s/P: MAL “No: 0200419363 :
 Teen/Dese. “Oty. Price
“KAIN, BEBOLA(S)SHA BU BRS
: 412638"" Ls 2 / 14 90 29.80

! ZOTAR 2BAT
“3, ADD : GST @ 6% On ee he

e esr a ssumary ! ""iron Rin,
v8 SR = ee

“0. 0,00.

Toe

"
X51005719873,"tealive

CT281 - Tealive Shell'Kepong:

p Ottogo.Enterprise
‘ ? .
uy 002570632-X
GST 1D:001018802176
SHELL STATION! PT15944,,Mukim
Batu,
Jin Besar Kepong
TAX INVOICE
Counter: 7290 Take Away
+ Bill No: 394024495 — COMPLETED (e
""Le
5 Date: 21/01/2018 15:46:09 i
J” Sales Remarks: °
s org
- -ItemName aly | Price(RM) __
3, Hazelnut Coco -L 1 7.50 “SR
y ‘Pearl { 1,10
PB ee ee ne re ee ee ee ee ne ee eee eee ee °
f Sub Total RM8,.60 (
q Rounding RMO.00 io
eS :
7 &
yi TotaliSales Incl GST @:6% 7 _R M8 60
¢
5 Cash 8:60:
Po Tendered 8:00
Change 0:40 :
Code Amount Tax t
"" SR@6% 8.12 0.48
You have just.nissed out 8 points
Sign up for a Tealive UniTea Card
today to enjoy exclusive member
promotions and collect BPoints to
redeem on future purchases &
ir
i

Thank You Please Come > Again

"
X51005719874,"oe “Sie Mae BERS oe Ley ee Soi ee
[*. ‘pe ‘5% cy CA es a aor
f ge te f

. ae a wt

ADEE PRESTIGE SDN BHO
= LOT-NO.:G);1164;GROUND FLOOR,
SUNWAY PYRAMTO;NO‘3;YALAN PUS 11/15,
“BANDAR SUNHAY ,47500°PETALING JAVA.
nee (1198447=X):-

: GST 1D:000182431744

TAX “INVOICE

unlnvoice: 000- 074020"". a Take Out
/ ‘Date: 2018/02/22 13: 343 14...

Original Slice ee 2  RH26.00
* DoubleChoc Slice 1 RM13.00

“cit oluaive af: 64. ‘GST | RN2.21)

cag ela eS \ . ~ :
7 a ene Ns, eee Cash RM507 00. ee
_ . . Change RHV1. 00:

ine ‘wae. 3: 34 2 iio Tuntt) 000- “074020 (1)

"
X51005719882,"“9 SPEED: re sie: (§19537- x):
“LOT'PLT. 2811): JALAN Nose

44150: KLANG, Segoe
oo 181-TH ‘SRI: STHAR

me R106, SO. s.
*RH106. 80 3

"
X51005719883,"“UT Pp if “BAL JALAN. aN?
SSSTAHAN- BERKELEY, - He
44150 KLANG, | SELANGOR.”
a “1362- “JUN: ""DEVELOPHENT::.
BST. 10.- NO. + goutai7477i2 ”

ee

Doe! co IWOICE 0; : 1931 /102/70096

= ‘or Toe iene

+ ny

ers Sone

i. gown)
83 bh” ers 38.
eons Thank You. Please-cose’ -again’

R108, $0. 's 2

ears Saleé \Unelisive ‘GST)- RN 108; 0
: ~ CASH-RH 450,002
cane RA 41550

Tein -

_ Keep: the: invoice for: ‘applicable’ returns.

"
X51005719886,"3:

5
-

age

é
pe
i
1
‘

SUNFISH
<484297 -H>
22 LRG PERUSAHAAN 4
_ KINPAL INDS.PARK 8. CAVES
TEL : 03-61855688

SOVA.C “CINCAU
LARGE / ICE TEA

; SUBTOTAL 28.70

2M CASH
“CHANGE

TNC 6% GST
TAX INVOICE

GST: 002008047616
THANIG:YOU

<¥001- 001-0934-0001 05/01/2018 13:30- R dé
\ ja

106.006
71.30

1.62

"
X51005719893,"“Ht ae i itis

’“BRN GST No. 000417619968 President: Kang

~ Noy J-G-02, Soho KI, Solaris Mont Kiera, 50.

~ 480 KL -
GST No.

~ TEL)03, 6206 5567

+ [Salés]2018- 01-05. 22:55:25. PosNo:86

- Description aty Price
Fried Rice 3 Pax ] 71.00(S)
1 Item (Inclusive of GST) 71.00 . ~
Round Amt 0.00 -,
Cash 71.00
"" Cash Received . 101.00
“Change 30.00
» GST G6% 4.02
> GSTSummary | Amount (RM) GST (RM)
_S=GST @ 6%: 66.98 4.02

* 2=GST @ 0%: (.60 9.00 .

= Receipt No: 18010500047
“Person _ 2 S-Admin

"
X51005719896,"HE: SIGE

"
X51005719899,"\

i
{

NYONYA COLORS @ 1 UTAMA
LITTLE CRAVINGS SON BHD (562007-D)
HQ: 7, JIn $S21/34, 47400 PJ

' TEL-03 77282288 (GST ID 001382293504)

MC #01

REG CASHIER 18-03-2018 11:23

TaxInvNo. 1 #000001
KUIH KETAYAP ; RN2. 70 S
ONDEH ONDEH RM2.95 §
YELLOW LAKSA .  RH11.60 S
YELLOW LAKSA. RM11.60 S
YELLOW LAKSA RM11.60 S
AIR SEJUK Risd. 65 §
CENDOL RH5. 30 S$
CHEE CHEONG FUN (SOS) RM7.20 S

‘8 No

SUBTOTAL RM53. 60
CASH RM100. 00
CHANGE RM46. 40
TAXABLE AMOUNT RM50. 57
6% GST RM3. 03

HANK YOU !! PLEASE CONE AGAIN

"
X51005719902,"Pe : on,

a)

nw
when
Rae
OE.

‘)
Se KING S CONFECTIONERY $/B°273500-U (KSB) .
°°NO.4E, JALAN SERE BINTANG 2
h TAMAN SRI BINTANG,
.3-52100 KUALA LUMPUR.
“TEL NO: ~ 012 - 602 8832
gst -TD*: 000294060032}

Bree

ae

29 Tax Invoice Wig
‘inv-No iKSBe0051972 Date:11/03/18 2: wi
‘Cashier: FT8303 Ctr 302 oy

°251027 Slice Cak

sp 1011103 Cheese Le

; Rounding Adj - 0.00
: Due 25.15
Pay 25.19
Change 0.00

35, (Total Included 6ST BP6x : : i. 42), oh
~1G00DS SOLD NOT RETURNABLE/EXCHANGEABLE! Be
THANK “YOU. PLEASE COKE AGAIN! :
“ATASTY: BARING HEALTHY NATION! !
isit.us_ ontine 2 at. wal. Kings. com. iay== ‘

noo.

ieee goes 0°

"
X51005719904,"S5p100"" ‘Kuda senate na
Tel: (603) 6243 5520
GST 1D=001817907200

eit vo.: 001-3246 Dine In
Pate: 2018- 03-16 13:18:48 j
ROS Wyster Nee 1 =RAS,90
rTake Away
AgT"" BlackSugar Ice 1 RH?,50.
Fresh Hi1k
Pear |
“sHerb.J RH3.00 -
sTake Away
$02, ‘Pudding Soybean | RH3 ,90

; ‘sTake Away

cen Tnclusive of 6% GST : RM1.66)

Cash RN30 30
Change RM1.00

Thank You.
Please visit us at:-
Facebook :-Yam Fresh

s
Wif{ SSID: yamfresh
Wift Pasword: buyadr inkfirst

, a

inane 03+ 18: 13: 2: 02 Rainny ""0013246 C1}

"
X51005719906,"2 PTS te
ele, te &:
Peabo re

ve , '

zen and coffee 28 S/B
No 53,. Jalan 3/62A,
Bandar menjalara,
52200 Kuala Lumpur.
(GST Number: 001363259392)

Date: 25 Mar 2018 9:27PM
Receipt No: 57269
Served By: Cashier
‘Pax: 2

‘Table: L2

1 Saba shioyaki wazen (2@mins) 26.00 S
1 Unagi don 28.08 S
1 Spicy ASARI Pasta 19.0@@ S
1 Ebi Mentai Pasta 22,00 S
1 Jasmine Green Tea 10.00 S

* Extra 1 Tea Cup

Subtotal: 105.00.

Total: 1@5 . 00 2
Cash: 105,02

Change: Q . QQ

aeiniciciopicctobicciots GST Summary sobicictetzicictorsiciciotok

. Tax Code Amount Tax —
S @6% 99.85 5.95
IRIRIICISIICOKECoseiicfojoicicioioscioicioicioiotoicecacpaicgcgctotciciogcy:

Business Hour :
MON-FRI 11:30am -10:@0pm
SAT-SUN 11: @@am-10: @Opm

Tel: 03-62619337
Email: zenandcof feea&egmail.com
Facebook: zenandcoffee
Instagram: ZenAndCof fee
Wifi Password: zenandcof fee °

Thank You, Please come again,

Powered by ARMS F&B (wev.anns—-fnb. com)

"
X51005719912,"goal

Telsts-eosb408s
“fopany Res t10t069-T <2
OST Res OOBTALS Pe oe

521096079 GON HE HA H.R
aot ODMH WAL tee

UR SAVIRGS FOR “bai. ‘i
Rate ""GST xc

Thank: You’ Fo Far Shopoing :

Se AG blardians aan ete

‘eae sod are: rate a

"
X51005719914,"“CORD <TLE'3PCS
_ AFD: ~ Jo/100

“PAPER. CLIP: BPCS HO4~
ONTIV/3= a2 =. 12/480

~ 9082115:

~ HOOK: HY= 021: ;
»-DC1/2. = 20/160"" s
- 6946759900212:
“DOOR . GUARD. ECO08:

= 9002198.

| -WASO® = 30°
9750009:
KEY HOLDER ‘(GRIDS
-.0100. 5 ot
- 9045734""

on (cst ‘1D: Nos: NO00473792512).-
ATESCO, “MENJALARA - erential:
c= T

9067170:

TJ12 -. {10/100

REDE DAYS: SMITH RECEIPTS!
“ ‘STRICTLY: NO- CASH: REFUND.

"
X51005719917,"yaa Tavorce '* sO See
_  BONTHO! 'S. PIZZA :
GsT. REF. No: ” 001694261248
DOMINO"" s ‘PIZZA SEGAMBUT
D- -08, M Avenue, Jln 1 / 38A
Segambut Bahagia é
51200 Kuala Lumpur ‘

Order :1955 By :§224 ; .

order Time :12:54:37 Date :26/03/18

Namei MS YING om
Pickup Time: 13:09:37

(1 O""HT | (BQ) 2: 2P2C-R-% 30.30 -:

1 S""NYC (CP) 21 2P2C-R-; 30.30.

noone men resenee nee o

Gt,

“Total Iteme :

“gub-Total : 60.60

* Coupon Discount : 27.60 «©
Grand Total oy 33.00
Payment : 50.00
Change. Due : 17.00

' , *6% GST Included : 1.87

he ‘to ‘view our Personal Data

Did wo smile at you? ot
Let us know at .
www.dominos.com. my/smile: and
receive a 30% off side item e-coupon
, Upon survoy submiseion
Survey ‘Code: €Bc261940195554~~

Thank you for visiting Domino ' 8.
Please Come Again! .

1-300-888-333 |
_ Www dominos .com my we

“We are. compliant to the PDPA 2010.
Visit www dominos .com.my/terms Tea.

are Protection Policy.

s ‘Owned by :
Dommad Food Services .Sdn Bhd.
Co,"" No. 419060-a.

"
X51005722668,"MY HAPPY PHARMACY PLT
(LLP0007299-LGN)
NO 12.GF, JALAN MAMANDA 5,
TAMAN DATO:AHMAD RAZALJ, JALAN AMPANG,
68000 AMPANG, SELANGOR.
TEI. * +6034266 1226

GST 1D 000241512448 ;
SIMPLIFIED TAX INVOICE

CASH
DocNo . CSU0038813 Date: 010272018
Cashier . ASIFA Time: 16:07:00 #
Salesperson  SO0f Ref. :
jtem_ ty SIPrice Amount Tax _
OTC-000127 1 20.50 20.50 SR
FLANIL ANALGESIC CR. 60G ;
~~ ToiarQty. 9050
lolai Sales (Excluding GST): * 19.34
Discount : 0.00
TotalGST : 1.16
Rounding 0.00
Total Sales (inclusiva of GST) : 20.50
CASH . 21.00
Change : 0.50

GSTSUMMARY
[axCode -% Amt(RM) Tax (RM)
SR 6 19.34 1.16

Total : 19.34 {

“GOODS SOLD ARE NOT RETURNABLE, THANK YOU.

"
X51005722699,"POPULAR BOOK
CO. (M) SDN BHD

(Co. No. 113825-W)
(GST Reg No. 001492992000)
No 8, Jalan 77118B, Desa Tun Razak
96000 Kuala Lumpur, Malaysia
AMPANG POINT CENTRE

Tel : 03-42601064/66

11/02/18 19:21 Slip No.: 6030088553

Mohd Nor Azali Trans: 79369
Description Amount
PB OD/S Tape 12mm 1.90 T.
H/C Ad 400'S 9.90 T
_ Total RM Incl. of GST 11. 80
Cash -11. 80
Item Count a. 2
GST Summary Amount (RM) = Tax ORM)
Te 6% ULB 0.67
Total Savings. ae 0. 00

CBE. A. POPULAR: CARD MEMBER
AND ENJOY-SPECTAL DISCOUNTS
THANK YOU. PLEASE COME AGAIN,
“lt WwW. popular. com. my
“> “Buy Chinese books online
| Wwe popularon! Sne..coa, ay

"
X51005724554,"—_- KEDAI PAPAN YEW CHUAN

oad (0005583085-K)

ue __ LOT.276 JALAN BANTING
43800 DENGKIL, SELANGOR.

TEL : 03-87686092 FAX : 03-87686092
‘GST ID : 000781500416
_ TAX INVOICE
Bil To:

SUCI ALAM JAYA TRANSPORT
NO 1 JALAN AMAN 2

TAMAN DESA 43800
~DENGKIL SELANGOR
+ 017-6057770 — :
Doc.No. > CS00010344 Date; 28/02/2018.
+ < Cashier : USER Time: 09:21:00
- Salesperson : Ref.:
(GST) (GST)
item Qty S/Price. S/Price Amount Tax
100140 4 24.00 25.44 . 101.76 SR
BESI Y 12 (CQ)
Total Qty: 4 101.76
Total Sales (ExcludingGST) : 96,00 :
Discount : 0.00
Total GST : §.76
Rounding : 0.00

Total Sales (Inclusive of GST) : 101.76

Pet CASH: 150.00 ;
EAE nie 7 _ Change’: “48.24 a

~, GOODS SOLD ARE NOT RETURNABLE, THANK YOU.

pe

"
X51005724621,"KEDAI PAPAN YEW CHUAN
(0005583085-K)

LOT 276 JALAN BANTING
43800 DENGKIL, SELANGOR.

TEL : 03-87686092 FAX :03-87686092
GST ID : 000781600416
TAX INVOICE
Bill To:
SUCI ALAM JAYA TRANSPORT

NO 1 JALAN AMAN 2
TAMAN DESA 43800
DENGKIL SELANGOR
017-6057770 ‘
‘Doc No. CS000T0527 Dale: 0610372078
. Cashier : USER Time: 08:58:00
“Salesperson. : Ret.:

gw (GST)? (GST), |
ttem - - “Qty. S/Price S/Price “Amount Tax
-101868 2 60.00 63.60 127.20 SRiw
+” PASIR KASAR (0)

—Toalay, 2 * 127.20

* Total Sales (ExcludingGST) : 120.00
Discount : 0.00

Total GST : 7.20

Rounding : 0.00

Total Sales (Inclusive of GST) : 127.20

CASH : 150.00
Change : 22.80

120,00
120.00

GOODS SOLO ARE NOT RETURNABLE, THANK YOU.

eee _ A

"
X51005724627,"et
.

KEDAI PAPAN YEW CHUAN
(0005583085-k)

LOT 276 JALAN BANTING
43800 DENGKIL, SELANGOR.

TEL : 03-87686092 FAX: 03-87686092
GST ID : 000781500416
TAX INVOICE
BI To.

SUCI ALAM JAYA TRANSPORT
‘NO 1 JALAN AMAN 2

| TAMAN DESA 43800
_ DENGKIL SELANGOR ‘|
» 017:6057770 1
Doc No. - CS00011351 Date: 31/03/2018

>” Cashler : USER Time: 09:29:00
Salesperson : Ref.: oI
oe coceeet GSTP (8ST)
+ Item Qty SiPrice . S/Price >. Amount Tax.
“101756 10° -16,50°°117.40-174.800°-.SR
~SIMEN ee an

otal Qty: 1

Total Sales (Excluding GST) : 165.00 ©

Discount : 0.00
Total GST : 9.90
Rounding : 0.00

Total Sales (Inclusive of GST) : 174.80
CASH ;: = 174.80

Ys Change : 0.00

[GST SUMMARY
Tax Code %

Amt(RM)
SR 6 165.00
Total : 185.00

GOODS SOLD ARE NOT RETURNABLE, THANK YOU.

"
X51005724629,"es (ue =R
2. MBB 96h 160
Ps

KEDAI PAPAN YEW CHUAN
(0005583085-k)

LOT 276 JALAN BANTING
43800 DENGKIL, SELANGOR.

TEL : 03-87686092 FAX: 03-87686092
GST ID : 000781500416
TAX INVOICE

BI To:

SUCI ALAM. JAYA TRANSPORT
» NO 1 JALAN AMAN 2
_-TAMAN DESA 43800

DENGKIL SELANGOR
~ 017-6057770
DOeNo. > CS00010530 “Date: 7773/2018

-Cashler =: USER ..... -___ Time: 18:02:00
Salesperson : “Refi:
(GST) = (GST)
- Item Qty S/Price_ S/Price Amount Tax
100088 ar) 55.00 58.30 174.80. SR.
B.R.C A10 1.7X6M
| TotalQty”” 3 , 174.90 .
Total Sales (Excluding GST) : 165.00
Discount : 0.00
eg,Jotal GST : 9.90
“Rounding : 0.00

Total Sales (Inclusive of.GST) : 174.80

CASH.: 200.00
Change : 25.10

GST SUMMARY

Amt(RM)  Tax(RM)

165.00 9.90
165.00 9.80

:y .GGODS SOLD ARE NOT RETURNABLE, THANK YOU.

"
X51005741944,"TAX INVOICE

BHPetrol Subang Airport
Jaian Lagangan Terbeng Subeng
47200 Subang
Seiengor
O’Rosh Serveart

SO. REG. NG: 900948487-V
GST REG. NO: 696768122880

18-01-2618 15:44 Cashier: 888
invoice Ho: 1-34 3166
Tew "" aNerice — Qnty Aaount

TOTAL AMQUNT PaYAaBLe

an 44.958
EOC MASTER BM 41.95
GST SUMMARY Agount RM Jax RH
5: Standard 5% 36.58 2.37%

7897 13901 1585969
00000 1626138423
193258579685

Bai ance

412

tarnec 4)

New Balance 453

EPOENTS Expiry 26 = 31/10/2020

136 30/14/2020

ONO

Thank, You For Shepying At Hretrorart
Custcmer Service 1-360- 22-2828
"
X51005742068,"BHeetrol Palekbang
Lot 1626, Mukim Kampung Laut
Tunpat
16200 Palekbang, Kelantan

pe eeeeoeee
a OO

PREPAY CHIT RUMBER
29721

THIS IS NOT A RECEIPT
A Tax Invoice will be issued upon the
cozpletion of the sale transaction

24-03-2018 22:02:55 Cashier: 465
Transaction No: 1-8046

Iten U\Price Qnty Amount

TOTAL AMOUNT
CASH . RH 6.00

Thank You. Please Come Again
Customer Service 1-300-22-2828
"
